Id,Category
uttr-06f1c39ea01641fea31963344f11a530.pt,id10634
uttr-f80bfd2f14fd4b78a70c77abf8f770f8.pt,id10617
uttr-a3c0171b631144588547f0ee5326ff83.pt,id10901
uttr-d75530302eba4897afcc0ddf179f08c7.pt,id11000
uttr-eff1611c05114af2a6c3b0bf57b8c0f8.pt,id10512
uttr-cce0b78c94d44226a2772e6a95911945.pt,id10230
uttr-30517b31cf644b188f983a1b6268bb6a.pt,id10925
uttr-4d9c45ed8a09465791d2624a81c22199.pt,id10539
uttr-95cad65f618b4597a598ea4a9abe5da8.pt,id11051
uttr-455918287f5446ec89acc8f3adea4615.pt,id10325
uttr-f558798347b54806ac99606b0bdb88a9.pt,id10310
uttr-b26086fc456d4beca254028a0214435c.pt,id11001
uttr-e642c0f37587469cab0fb39adde41175.pt,id10123
uttr-aefea48bc4d14662a461550f4a3a3fd0.pt,id11034
uttr-d4ae0b4009804a23a826e57d4875451b.pt,id11047
uttr-041e20c2ee2645208429ccf5895a56dc.pt,id10676
uttr-ccebee9766124cf7928bd59c061bad11.pt,id10420
uttr-da74ac2b1e164d208c36ce47b7ed984a.pt,id10657
uttr-c66a742c377b40db8e54b7a217c9f2b2.pt,id10112
uttr-2bd74655dbf34a63b126e1940d4dce39.pt,id10313
uttr-ad0d007a4f2a46b1a7d4a1a56174d958.pt,id10120
uttr-44e34c04005c46a09796936861d70da0.pt,id11159
uttr-9672ee49c5d545ab9dd487e8603603fe.pt,id10197
uttr-f4dd419be932421b9790bbd513e434e0.pt,id10917
uttr-dee09f58a0984f8d90384da6749c0054.pt,id10246
uttr-5c984aa4d8a64b14ba7b35267d7b7d84.pt,id10973
uttr-278dc59fde774afeab040096f775743d.pt,id10503
uttr-ebfb9fede03c4da082ca4fa7ffc4d553.pt,id10037
uttr-b1fd498af89a426eb447d6970601503a.pt,id11194
uttr-9418c2085d7045eab695bc64aab0dfe1.pt,id11241
uttr-a1b691bd447a4828bd9f755181b05b96.pt,id11112
uttr-d35b68ba8b19493792029e61c94a434d.pt,id11094
uttr-e2924509d3db45f2b7a88d9bc4ec7cae.pt,id10925
uttr-0e574713c7614c578a9652ddaae22c3a.pt,id11046
uttr-33ed4c0fc89d471d861cc81a46263e32.pt,id11088
uttr-33455e11c2a84c32936bd5f3266c5cfd.pt,id11134
uttr-5baf381c7c2744bf863532dc89f2233e.pt,id10391
uttr-198e9b53469241ab918372edc6298b0f.pt,id10417
uttr-6687ac3f722749bd80997d672beb026b.pt,id10451
uttr-1381b77475c04a51b0c29abd06c46434.pt,id10341
uttr-d7b2406b551d49d1a93f048a7094ff2f.pt,id10188
uttr-23297b0d1dc24cc0811b8ce72fdfddd1.pt,id11181
uttr-b8675a4c271d40b6b489418526b14d89.pt,id11087
uttr-169f9ce6212b4409a6d5aa6a3e49c2cd.pt,id10801
uttr-312c0a0f9c5545dbaa5a2381a9ff0245.pt,id11135
uttr-6a50ab37a2104722862daea834e15088.pt,id11101
uttr-af2119850d254cbbaf97edf3306c5616.pt,id11118
uttr-a94f59dea6c54e9aadbed5ce56a54328.pt,id11214
uttr-de3efa9cbd5740488f2560d21dbfbd2f.pt,id10786
uttr-b73d804dbe8044c5b5989c81dd0e4c91.pt,id10618
uttr-ef19cbea4537419686d9bfc55bc575e8.pt,id11014
uttr-4a28e791e8224cab94fc3adb215510cb.pt,id10052
uttr-a21cc66415aa46e6aa008adee3e8ec35.pt,id10358
uttr-21d186c08e1a4aee9f8b0418d7b09ff9.pt,id10910
uttr-9adbd1588de64531a3c95000a49cbadc.pt,id10108
uttr-291568af64c34b2a92341f78575797d2.pt,id11158
uttr-f0263aaadd35454f9f404da7335fbeb9.pt,id10343
uttr-95eb2d6640b141b783d33051088b8338.pt,id11005
uttr-00a24026baf9466587cd5e828cdcde50.pt,id11001
uttr-7d2a87a700e4463ea9e2c096bfece1d3.pt,id11178
uttr-504094f5be2a4dcf99eb473f71af9558.pt,id10452
uttr-6ed02fc883aa4bf2b726b95a9c27fc7f.pt,id10197
uttr-06a8fdfb395145f8bf092a3bb30c7224.pt,id10408
uttr-021801b0b5ee45bc8887466f5e2f732d.pt,id10310
uttr-f197ca996969499fb9f163e1094e5389.pt,id10535
uttr-a972044374cd450fb1357dea63cd853e.pt,id10753
uttr-5224f2acfe8a47e180b04d5773202a2d.pt,id10722
uttr-0099e038b89e45b3bb88027df97149e9.pt,id10335
uttr-92b557fcd1eb4c8fb026be34048cd52b.pt,id10950
uttr-1062505ae6e84c92bb96a03bf68e574d.pt,id10657
uttr-fedf63a41ebb4d9e92a9464da6c6b558.pt,id10408
uttr-9823fa08eb94469c924f16d48fdeba37.pt,id11173
uttr-761bcdca0c2049d89e15416ac42f0b25.pt,id10852
uttr-f2e80209b66c4532aa1b164ff9799410.pt,id10174
uttr-cfce937a47e14173876673259452b778.pt,id10318
uttr-d45a8d6eaa6d4e77b30a71c872832dee.pt,id10077
uttr-6587991d3a394e9a9f5230516dc307f2.pt,id10846
uttr-e245499aaf93472ea82d6a0f8d4795a2.pt,id10373
uttr-a273c481402b47828c504649965ba58e.pt,id10040
uttr-e3673803ab304923b5c64b6e9c5bc966.pt,id11163
uttr-7c1383c4567346e1bdd52459858bd881.pt,id11160
uttr-0f5d32e6d31f487c90f35141f98f2b54.pt,id10380
uttr-9d50fc8812f44effac1c0becf81eac06.pt,id10236
uttr-ae7f430ee71d4621adf44ae219e07f46.pt,id10824
uttr-8153efe029994178be367545ebeccc43.pt,id10568
uttr-66e713fb35ba4d8ebb6cae4c97241f1e.pt,id10738
uttr-05b62d2ce5b84973a53c5be322df8119.pt,id10086
uttr-d71304329500407d8504834ed1359e13.pt,id10554
uttr-fdfb323f01254850884919141592ab52.pt,id11194
uttr-c86d50ef9a85451f8bec78ec5c0dec51.pt,id10203
uttr-50bb8e2fc85a4cd49c8012bfced52807.pt,id10820
uttr-517150dfcd004d18afd596680288d277.pt,id10662
uttr-d7ed6a628a6f4eeea9cc313b1feb94e5.pt,id10934
uttr-a6b79bd6b3bc45f4bbde141e0db5dc40.pt,id10753
uttr-59974be97a5b4eaabd18a6e34382bf59.pt,id10884
uttr-48b6d86412ba48e4982b288abba7871f.pt,id10190
uttr-73a4213159324afb88c6942c6323b8d9.pt,id10014
uttr-1ae6b9075681497ca7523ec5638fd19e.pt,id10948
uttr-08c8d8459e9645dd99252e57345be57a.pt,id10125
uttr-50798ee787e148c4b372c48cf2967636.pt,id10930
uttr-967d3b98f0114358813d385fd7c633fd.pt,id10812
uttr-bcf1fad2a0cb4652b68b6e51bc27907a.pt,id10803
uttr-90335149d94e4a4c8314d19c37c21257.pt,id10586
uttr-f9b2017e9e3a42fdb94998de7abc0369.pt,id11036
uttr-8257f06e6a294219a970c0e22d08d137.pt,id10721
uttr-a6115ca811ef4cb5ab589bf71c2357ff.pt,id10724
uttr-671c30af31a34a6abb256650208aa03e.pt,id11210
uttr-6822b602734c4a43a1914ba7e56d9e05.pt,id11105
uttr-07e2ff0eea2c4692a44f75724fc6d476.pt,id11219
uttr-be7c3618541445e28de1c221cdfb91ae.pt,id10603
uttr-6e9ad5ffa7fe4bd28da42dd53903380a.pt,id10022
uttr-289caf7d02c14ebcadaceda41941eedd.pt,id11154
uttr-b0ae78a78da24c058e93e052d0a5396f.pt,id10438
uttr-dd2b0b500ce84052a7fadbd9e8f972a5.pt,id10847
uttr-1e055a7196a540a1876122e1be38d8db.pt,id10109
uttr-e07fcb10d3284847ae938921c014bc84.pt,id11075
uttr-8dfebffb397746d5bbd62b50c6738ebb.pt,id10603
uttr-b74bc2266cf14aa69836ade650768115.pt,id10708
uttr-2d02c496384844d1911bc07ed94477d5.pt,id10249
uttr-d641b9e5d86a4040bf6ba65aaa902836.pt,id10456
uttr-e37c932e3faa417c87ec2ed90e8524df.pt,id10350
uttr-3c775463ebe94b2bb95b252d15db5b7e.pt,id11008
uttr-cc5ab6c73dc642d89374226901911ec2.pt,id11202
uttr-5a9e2bfe9c7248288e9a826ae9d092e4.pt,id10616
uttr-8e15ecc871344857b76e245833a0b3cb.pt,id10744
uttr-82728e2bece8445eadd5b11743492115.pt,id11154
uttr-20b635cc23084d2fa26959cb56142b0f.pt,id11218
uttr-e4f36dcbe9e74e7f80a5f5c8887b1b19.pt,id10347
uttr-6ada1d89f4994fcdace00c0a8ff06875.pt,id11084
uttr-8557876b3bb546fea1fce65218bdb306.pt,id11018
uttr-b79160bfcab647e894d944fce53ff06d.pt,id10565
uttr-2768ff08f1f94870948103fd66be4f41.pt,id10121
uttr-b2ac645c6c1e4f2fa45499fcec34d8ab.pt,id10378
uttr-bfa6a5674db24bfb921ebb010e851485.pt,id10087
uttr-60f3c1df463449b696798ed887e2cc5a.pt,id10141
uttr-9eb779a14d3b4d54822888ed2bd266f0.pt,id10011
uttr-b0de619e421b4c539dcdaca9af41eb73.pt,id10586
uttr-e8754ad64d1e48f2839728b933d22209.pt,id11021
uttr-3c40fe4f61274bd38a1dd325e00a0196.pt,id10892
uttr-256129ee60dd4e2ea233afdf7022508b.pt,id10564
uttr-8ddd15e0caf6490ba4be30b28dc49bdc.pt,id10682
uttr-232f8457e2fd469a9da9531d2109b91a.pt,id10177
uttr-50eeeb96ad534ae39fc294d7c4364d12.pt,id10910
uttr-5f47857672264cacba3834dae9eaa432.pt,id10583
uttr-de20fd9e4a7e479991357dd7d0061367.pt,id10698
uttr-3867a419dfa74c1f98be4b3b3be6f279.pt,id11241
uttr-7eacd47784234caeb9689596f720df3d.pt,id10559
uttr-9f9460f4ec6f4ff4b08e25f8bb4cbf78.pt,id10719
uttr-1d5a76b914554956ac441213caf44656.pt,id10996
uttr-3b861e901043479482a2e8b7412577ca.pt,id11021
uttr-2ba8899c8a4043b1bda40eafc149fa36.pt,id10064
uttr-37c61e6710264eb18c8d45f08c5016bb.pt,id10348
uttr-2f71247500cd4cf489c14a9a2ebde48e.pt,id11188
uttr-7aade87b33014b7aa2543ce323f70d98.pt,id11181
uttr-84c933e5a9c9437bbaee90f36af0cdda.pt,id10856
uttr-b7069aa50759405bb55a8628a7246d26.pt,id10391
uttr-7f62018c1e654d0e873cf11c5edf7bce.pt,id11047
uttr-e6cc30e7387849e48ebae0cebf9bdab8.pt,id11191
uttr-30984d5bfb484afdb16a86f914c5dfa9.pt,id10979
uttr-296c9146aefb4cd7bfea54f1ec9eb087.pt,id10262
uttr-a222ea4ef68240a2a1c3c68a5ee4fc2e.pt,id10662
uttr-f200f2c065964d309bf27ed5c6e133f3.pt,id10438
uttr-0bd27a252a564952ad5dfe88ebd3a5c2.pt,id11011
uttr-844e6314a7f64df7ac2da5634fa941eb.pt,id11047
uttr-478a6c2834cc477b964c4248630da711.pt,id10864
uttr-e987bdebf87d4349be5252514661289a.pt,id11000
uttr-9580dce4554b47e6816e801e339f3223.pt,id10120
uttr-f7160c08b1b541798dd822e26cda9bdd.pt,id10790
uttr-27aede0412d64c9abb2852627027e258.pt,id10586
uttr-9eed3cf9c05e4063b1e086cc4c561c45.pt,id11211
uttr-212a3458bc1843b792d3482628a294b9.pt,id10440
uttr-67abdbf087df4b8f9a6b666639b78d9f.pt,id10466
uttr-da82aa8c0bd6453e8cc3245a93090374.pt,id10973
uttr-832e6162f9eb47a295a5f18acde224e8.pt,id10636
uttr-ddc009f23aab4ccd9adde2ea0cd22a9a.pt,id10801
uttr-fd07b5c4feaf40be965917ef3ac10e00.pt,id10636
uttr-279004db1c5f4086ad15e852355b994d.pt,id10820
uttr-4edf433d5b4f44238257b491e182b332.pt,id10903
uttr-0d60d606e6ff4cb5b0d10b1dd5b5f6a2.pt,id10988
uttr-e929818e06804f969512b0f157beac00.pt,id11025
uttr-f05f5566b3d44e1d971f27ed5cd2d376.pt,id11220
uttr-6d8fda8078464103a5c061eb38398310.pt,id10177
uttr-b7346eb8e16643a28b34a9487c92df2e.pt,id10433
uttr-72b9ef9537b34952a2b6902f6968390c.pt,id11081
uttr-48de94f7ad1b47a28baacfe10ca368a4.pt,id10209
uttr-d704620fa2714846bbbe3aefa19b8d0b.pt,id11208
uttr-aa22f5eb5df84eb98def0687f5a574b8.pt,id10571
uttr-ae9a76c6a8d240a89bb9bf67c6355e76.pt,id10884
uttr-e1bdf40251e14a6fb082dfe1f467138f.pt,id10006
uttr-80c64f46f9554a8ea2426be9f4de486d.pt,id10391
uttr-b267e910a998490f8a6b442de4674cc9.pt,id10111
uttr-1a2d970841e541799b770a1f87906553.pt,id11047
uttr-a809d06be1f74564912b73717280c17d.pt,id10391
uttr-21998b33417642daaad7401eb82d8ece.pt,id10850
uttr-e915cfa6b7224b88bf84b992adb1f0ab.pt,id11047
uttr-3aebbf5bd4c94c0a93bd809da35d5ab6.pt,id10197
uttr-185514846fdc4148a82495008a8f85be.pt,id10458
uttr-95bf8e9d7fe74c59a6afe8b1cfe455b4.pt,id10636
uttr-b48ccd5f5d2541ddaf34cdf4b6caddac.pt,id10420
uttr-fb97c765c2c5479e9b19106e7f55116c.pt,id10252
uttr-cb66626a822d4670bb8628b26ec2304c.pt,id10594
uttr-8497236214b84ddb86eb9f680c5e5e63.pt,id10875
uttr-8489c7a490964eeba00ca82f7471782d.pt,id10953
uttr-dbc3f3831db14ccd9892c55270c5f484.pt,id10472
uttr-5807acaeadcb4904a8cc2f7125d18df4.pt,id11207
uttr-bc718e9fd80b4941ad75b14ef2186b80.pt,id11160
uttr-fae9b7d9e21142cdbcea434fd089a042.pt,id10111
uttr-c68eaf878a7d45d999050a4747793ed4.pt,id10726
uttr-00d1f1ef95f94aaf8e9c6d8cc61549af.pt,id11188
uttr-e3dfc77e0ee94df8af19e3beb37755df.pt,id10790
uttr-d5291eab7c2b4ecf940207049efe75d7.pt,id10190
uttr-361eaf23f0404540bbe24ca7e947234e.pt,id11188
uttr-8d087e397f164792b8af73e2aff4656f.pt,id10209
uttr-28c2f1c9304f4d44a3eb2e4578c68298.pt,id11119
uttr-3a9111bc9b8343eeb594d964bd26f72a.pt,id10751
uttr-52f5a54e37ef4cb887445657ae91220a.pt,id10925
uttr-c23ceb2ccd014a50a04dfa4fe6f2d43a.pt,id10706
uttr-9195435c584c4d25a7b0e99b25635221.pt,id10804
uttr-0e71d44874bd4752b056a274352691cd.pt,id11191
uttr-73844397436c43b5af18dd2d184f4540.pt,id10984
uttr-0a22435b405c4e4789f4f562b2cff30e.pt,id10494
uttr-18dd6e707fb14838bf5cc4bc718e0b87.pt,id10313
uttr-c0cb2f5da2034b5aa48279fcbd6b8dc7.pt,id10643
uttr-81e852659c8b4bd3a635641d0771756f.pt,id10862
uttr-19614ec4080644d581f3d6d1d8f9d4bc.pt,id10710
uttr-f2f0105586dd4926b0423fa3da7c77ab.pt,id10052
uttr-c9f242f783494aa8b7e852cc850e7e7c.pt,id10999
uttr-48d9c102cc884020927b7a021d06d338.pt,id10856
uttr-5e31553dd7df4752babc52d4e4249afc.pt,id10874
uttr-e55ef9357e2a487db4ea8f7948f07c9f.pt,id11123
uttr-7f4e885867c941acb10d8b4cccff8e02.pt,id10064
uttr-1351dd89bacd459c906a51b98e502315.pt,id10088
uttr-49d3801e058b45a7875d533ee59d4610.pt,id10455
uttr-ac74130f1ec448fdacf7396cb940f214.pt,id10741
uttr-d093ab35c6c04c72a41df578c4aa1683.pt,id10817
uttr-63604b1aedf040c995e950cc27d052ba.pt,id10777
uttr-088d0c666ab34a9b8559fea4a85332dc.pt,id10470
uttr-587cc7bc475645f9913f984f0dbbd7fe.pt,id11159
uttr-0e9bdf1956eb4e2aaa9b5a07d5e58d9f.pt,id10912
uttr-7e1010e6cadc460f85eaeead3705781f.pt,id10358
uttr-bed3fcbb764d43fa80ba6c23a96f7b24.pt,id10181
uttr-d2d98a48e1104e77bd8a1f5e0884cf06.pt,id10367
uttr-f2af57dc9727462286422fafee2bf426.pt,id10194
uttr-08c5b8e27ed140eb80bb1da29e263c7e.pt,id10684
uttr-5725cd96c36c41b6b62f3f1c6b2a2816.pt,id10120
uttr-6df2045e00c54609afc401f2a90bffe4.pt,id11090
uttr-ee28bcc8c48441509013be8fc000cc39.pt,id10586
uttr-4a66e1494d224259b3dcdf6a5c39adaf.pt,id10873
uttr-942128e1c0f54cdabcfebbdc5d21fba5.pt,id10456
uttr-28db68653fb14aa7a98f8c7f7a7f6273.pt,id10785
uttr-9682a5f800c443719065022448ad9ef5.pt,id10778
uttr-0cf650afa6fd4e7b986590877ee960f2.pt,id10996
uttr-f9191f6aecc44779b19ecd954afbb15d.pt,id10629
uttr-c5d3fa39c53c47babff58c180abf0fca.pt,id11215
uttr-b3492892dbf64e7cb84f43a39ea015c8.pt,id10148
uttr-03fd33fd60be4d7d97ee9e2dce5c4d51.pt,id11112
uttr-3b7a9370db374109af8b5279eb189e50.pt,id10476
uttr-c20786641cd7433d919b9cc9fa98346c.pt,id10368
uttr-4c321024569e418eae3497fd0eb2722e.pt,id10208
uttr-d885870a348b482682a093e23dc5a347.pt,id10790
uttr-bb28d606b8174d948ec4cba75def0429.pt,id10177
uttr-4c730d99c7a74b65a1abb643640a6752.pt,id10700
uttr-f664573f9a2d42d6993a02f9a202f777.pt,id10639
uttr-b100b3d9814b461e8f7b1b678f7d8312.pt,id10633
uttr-f958d3a9e67045e7a5060078d657bfee.pt,id10513
uttr-b6240e0784a94295afb2b8b956322b0a.pt,id10218
uttr-b9cb03b3c67746b39228c456043a55f8.pt,id11154
uttr-46a7bc3b5843405ab6147353647ce6bd.pt,id10509
uttr-dd1ab4769696433db69518d435103671.pt,id11112
uttr-ec89c6b58bcb40c3a7c9b0e6c4cb7091.pt,id11245
uttr-eb5153d792d14369b2cb00020338f68d.pt,id10243
uttr-378c06f2d5544ecf9492af352a959b31.pt,id10395
uttr-536e302d467b469a9acbd06ec0879e46.pt,id10998
uttr-b17684bb75b3434495b5964b9d2b52bc.pt,id10634
uttr-d556b1c828284596b985cba4e96afa8f.pt,id11181
uttr-a1addc6253784266847ce5f5591ceb03.pt,id10842
uttr-77146d8b97f849a8a57089d35f3c35b6.pt,id10200
uttr-a87d5713a3554c18bdab9a93e6468b06.pt,id10724
uttr-7a3223e7067a4b7caaebcd4c23f28103.pt,id10177
uttr-3bb3a46d8fb94d7ba626456295ecf180.pt,id10607
uttr-805e632dbc38443f9b059cacc5436877.pt,id10809
uttr-0d5dee9bfba4472bb7a49ad15b242bd0.pt,id10840
uttr-98557338cb0747f59002af1105e98bde.pt,id10719
uttr-3e8796b60a334b89b8096ccdfddf7951.pt,id10059
uttr-52392a5091bc4a64aa8e6aabc1b316ad.pt,id10073
uttr-60a364e63f324ce088c36972cc7678db.pt,id10364
uttr-7140e2e0c38442688b76987ede22c696.pt,id10230
uttr-f9df2b88385340d7b601fd5e96a823af.pt,id10188
uttr-6d5e987b847a40bf88b8e9d439504240.pt,id10630
uttr-48f4e7c442e34254b9c782c97d2222d0.pt,id10179
uttr-a4822e36007d4c9a85bd6612072931e6.pt,id10373
uttr-223f97a5250e4b4a9bdceb8b3215ed28.pt,id10772
uttr-5aedf389be9b4d36a7aa157cc6e19733.pt,id10610
uttr-aa039459b3064050bba08e4b6cdb83f8.pt,id10806
uttr-900a4f892c07447092f9b7a31ce9a2c7.pt,id10433
uttr-2ae05890d3444af9a5d6edde38e73618.pt,id10999
uttr-15c1174637b3404cbbe85ede4fe8e032.pt,id10052
uttr-97c8d775dfca43558a5ddd89a086db4b.pt,id10972
uttr-87a1feeef0094d678d275c7b94c46adf.pt,id10576
uttr-1b64cbe4860441e5a6936ce5aa64d386.pt,id10269
uttr-6358cc01a56741cab11cc5be68b103d9.pt,id10846
uttr-a301e1f37b35467295ae42816fbd5d57.pt,id10364
uttr-6dfc4552834546d4bd30b67e94447e56.pt,id10873
uttr-f849e358762440bcaf45420ed6d83722.pt,id10123
uttr-aef96069b80b46428714ee2686f207b0.pt,id10234
uttr-c1173b02e0b74140b82fb83f60665573.pt,id10840
uttr-ad06f3fdad0e42b09791c43262d6db8f.pt,id10914
uttr-c562c1774001445294142b0cd6b77a5a.pt,id10442
uttr-633c790da9ad4b22856a7a408e066ea1.pt,id10310
uttr-8e84d85dc7a74c6384e0bef8b98a647c.pt,id11154
uttr-6c9ea94439054d559d84902ad3893fc9.pt,id10494
uttr-568ec486f31f4463baaadd5ea2f86225.pt,id10373
uttr-70b39912685446539aa3646610c03029.pt,id10378
uttr-1b45d36b36b5441c9cdb62747a3a8397.pt,id10853
uttr-ad78b63ff166412cb30721a5e35e7486.pt,id10516
uttr-bacefe148f33416e9ccfb3de9355d799.pt,id11045
uttr-4da0b7905a2b4523a07f159aa8b98a6f.pt,id10395
uttr-545abdc3828d4f38a14b7a17891752bf.pt,id10417
uttr-c70089724e2045849af961391c4997df.pt,id10616
uttr-a843a4df69a14264aec5da5b91a8a36b.pt,id10512
uttr-b8e4ac042603400fbb45e6a42f2ae28a.pt,id11203
uttr-ae39ce2d0f1e4564b48b399c148e9da7.pt,id10367
uttr-a7dc9c0ad97a437cb262cd02d4d1ad8d.pt,id11134
uttr-60a3d2a072f04c45ac1ca6a2a89db895.pt,id10378
uttr-0c81a693326542fe9be1e29f467f22df.pt,id10546
uttr-5cd367aca74b4b3e9fb7dfacc2cdf9d1.pt,id10657
uttr-ee7a45ca26ad48a2aab7241e561d20a1.pt,id10971
uttr-a265729037a442c0b55feb51939d4944.pt,id10425
uttr-52806d98df9d46c08d15f6068909f0f0.pt,id10071
uttr-02f6c490fd784103a39aae1eee538e51.pt,id11068
uttr-4583ac7945594600b7006fa6e71aa34d.pt,id10644
uttr-963fe853a9a045ebabf31e000d5754dc.pt,id10037
uttr-e3b1168c2d17429480a4cb2634eebb18.pt,id11032
uttr-9789c312330a497a882b0e0a00ff52af.pt,id11023
uttr-b55399b439df46ad9a705a17f531b1bd.pt,id10607
uttr-638a650739ae4d91a4a55f15cdf5456e.pt,id10571
uttr-498a577bb2274b6f8bfad8467443747f.pt,id10408
uttr-7a15a82104f24d86b88339ea232839d0.pt,id10342
uttr-68d6edc09199437a96a28e56f8227c94.pt,id10859
uttr-b8a7a2a2edfa4560b8a234af94526ff9.pt,id10452
uttr-e9b7c94c702b42d7bff588bc8705fe47.pt,id10561
uttr-88714f9910294155bc0da966b8bfdb22.pt,id11119
uttr-43e3fdd66d0a4e9b8a1ee4734346a774.pt,id10914
uttr-006cfce6029442b0a1eb6eed40636fcc.pt,id10170
uttr-e930119dfda24a6284525f74fecec1eb.pt,id10182
uttr-0854a95dfc8342069f39e63ac7976bed.pt,id10494
uttr-b9e38264c22c49d18a8e60aede3ef970.pt,id10520
uttr-a13949f03de246e19ddb1024fa70e75c.pt,id10710
uttr-bff66459acbb4ddf86b9f8b6a8fbf2ea.pt,id10628
uttr-0f76fb770ff44ad3a889ec23c6f826cd.pt,id10503
uttr-337ee201a48a4144bb57de95a8f754d7.pt,id10884
uttr-029b9cb7185d42fd8c1bc2aa9b95ab89.pt,id10343
uttr-a1c6a3ef62004b90999a6e3624cd425e.pt,id10176
uttr-4775c8bbee864bceb4cafe88551538b2.pt,id10907
uttr-0125640b6b874117a0b724b8eee1f900.pt,id10422
uttr-92cc046f815247dbbdd12001e4698cba.pt,id11202
uttr-3ccf5c8596ab41a9be6ae7a2ae6e20da.pt,id10846
uttr-cc065816c14e4d4b949b62737cb8845d.pt,id11189
uttr-94eb1d383940438ba75934ab5fab1508.pt,id10636
uttr-47239879b40242e3aa7f00e323045f60.pt,id10356
uttr-171bea4981cf45df9818de62ae43390f.pt,id10113
uttr-4fa1a0ef55a644b3aa571be5f57f6bea.pt,id10772
uttr-b95a60cdf2e24ba58ea286ef2ab81186.pt,id11154
uttr-49b45a8d10744903845daada53ad8171.pt,id10554
uttr-9f74a95d1da042de8f988469cfb57528.pt,id10099
uttr-59d4044f5d7a48a9a776ff9522b8505d.pt,id10861
uttr-551f84828ec04b5d8eb65df5209ebe47.pt,id11210
uttr-9f9b44fd562c4d7389e4011b239477a8.pt,id11105
uttr-13d91fbeb3364cd28089ac1a7df7784e.pt,id10146
uttr-f32a75007d6245d592feb59b12705fef.pt,id11230
uttr-0b3d16ba28aa4e9d8774735469423c87.pt,id10819
uttr-3a28bcc7a6c340d897bf0b19ef2aa7c4.pt,id11155
uttr-4e8b9e207275415798bd8c54704d2177.pt,id10111
uttr-bb188b82ab7d489ea862f0f1a6a1f153.pt,id10378
uttr-7037933a7f3b45d596ddce914c455494.pt,id11119
uttr-155f986deb544fcb9053485ff995c4f8.pt,id10583
uttr-71ba28d1d16d43f4a372c05f4068f6a3.pt,id10133
uttr-d1aa1374c3a74559949fcfac184880f9.pt,id11195
uttr-16c0e7a4c4b1473b8045f5878f7f28c8.pt,id10258
uttr-b1033cd0418c4d0db8b483bd6c04f197.pt,id10837
uttr-356d42fcf3e44031952aa0d69e24980a.pt,id11119
uttr-621ea1bee5e24a94b75e5bc8c37b1d3b.pt,id10104
uttr-3648c12996884e7aac5f9377efd1d1e7.pt,id10476
uttr-34036f79f474482c957e4454e4f45f1c.pt,id10520
uttr-7d731d1be0b04794a02fe8c300ecb874.pt,id10545
uttr-746ca4433eca44909ec156b0fac86ec3.pt,id10178
uttr-ac1e3d0c6cd34539b3208e51ae3ae548.pt,id10078
uttr-9fe730c20775428da1b4f6d754ada80e.pt,id10646
uttr-5294fdacf6f547cead7eb212f8082942.pt,id10140
uttr-d6c08987e92b48819396f93e6e9b1ef1.pt,id10126
uttr-894303a1ee194db1a02c878ac16de1c9.pt,id11018
uttr-002d1a64b31c45ba93d574ede0002c5f.pt,id10698
uttr-329e41cdcdf74a90a4520ada1c898e4f.pt,id11116
uttr-5d3bb950767340f2b7c2c82284dc4746.pt,id11036
uttr-54cd2b3c264d40faa43c5daaa205b6ce.pt,id10513
uttr-119d9bde4d1d4bf78d722bfa0b1495bd.pt,id11087
uttr-acb1f1c124dc4a8f8b57233ba35de77d.pt,id10634
uttr-cf09dc8fb5ab481594da0418906b4a2b.pt,id11158
uttr-b1841beec2ed453b8585242eec976541.pt,id10083
uttr-7721d8f1254a4d428cc25456afb1a0d2.pt,id10367
uttr-c6006ceb746743e1945cc6d287546af9.pt,id11198
uttr-173064dca8174b77b9b81d767fd4adf2.pt,id10367
uttr-79fdaa422a304fcabd2e1022a80398e3.pt,id10751
uttr-20f10a5606c348619231303862e5ef00.pt,id10986
uttr-29c49e9e14504a36abe8fe8cc9a547c7.pt,id11238
uttr-48162c16be36438895f6e18a306520f2.pt,id11154
uttr-d702a56a47e243fd8a5d8c84e8fbb4ca.pt,id11244
uttr-d0d944c8bc684f8cbddf1b81d6057891.pt,id10215
uttr-a1fda0a65e804f2683a8a70f9eefba48.pt,id10503
uttr-5b7197b1976944dc9c32e81eea0e15cb.pt,id11214
uttr-115aaa91054b4e5cbdb663664167b646.pt,id10672
uttr-24398936d71e4c919c5877ee25b4f2e8.pt,id10197
uttr-bb77a7be373b498485ebc01a1ec189a8.pt,id10989
uttr-9df2e26bcb794dd28923457d51eec9ae.pt,id11216
uttr-1b66481d564d4eab8bfae72d669eb1e1.pt,id10564
uttr-bafd17d9b861498bb1a6486fb84c857f.pt,id10162
uttr-78a1e245ef9f455e8430feadd43e79e0.pt,id10986
uttr-fe2417c2684e4b83862eeb8c0f5a335e.pt,id10754
uttr-0bea4dfe14384015bdfc7257a4701ce7.pt,id10368
uttr-b13d95c332854fa8bd75470e7f45ccc5.pt,id11216
uttr-2720f29fcdec488c93f8b039a62d2f65.pt,id10408
uttr-bbce8b177c214b8b84791c23a2b7a4f8.pt,id11047
uttr-1c1fcb24953748f7acab21053975db99.pt,id11111
uttr-562ffa4cd5bd44e8bc02fbc99d987344.pt,id10050
uttr-b5e832ea0d8b4614852d5da33bed162b.pt,id10174
uttr-1ccdad3921954bd4b49463cf915f2a99.pt,id10225
uttr-4909a134cc0243758593309c339d05ff.pt,id11154
